精装修,暂无,普通住宅,暂无,首付36万，月供3979元,万科物业二手房专营店,91410100MA3X9YE46W,1、上传图片为“原房照片”，户型图 准确。2、三室两厅一厨一卫一阳台，有钥匙，3、朝阳，电梯，双气。4、现房，随时看房，随时入住！地铁口交通方便,https://zhengzhou.anjuke.com/community/view/1244824/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2937574230909967
精装修,商品房住宅,普通住宅,70年产权,首付31万，月供3425元,房友,91410100MA3XB85J19,小区物业负责，绿都城 就在小区隔壁 精装修省去装修的烦恼,https://zhengzhou.anjuke.com/community/view/833185/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=3024404545052684
毛坯,暂无,普通住宅,70年产权,首付49万，月供5382元,优居优住,91410100MA9FGJ17XX,开发商：郑州美盛置业有限公司物业公司：河南美盛物业管理有限公司 （喜来登五 酒店服务）占地面积：约1600亩建筑面积：约550万方产权：住宅70年车位比：1：1建面约82——142㎡全龄户型，全龄优教体系，2所中学、5所 、11所 、1所老年大学、3所社区 ，终身学习理念贯穿始终，浓郁人文氛围，构筑全龄 教育链条体系,https://zhengzhou.anjuke.com/community/view/1483211/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2610760467180549
精装修,商品房住宅,普通住宅,70年产权,首付34万，月供3751元,颐丰房产,914101020985634920,房子优势：2014年建成品质小区，房子户型好，送8平方实用面积大，中上楼层采光好。业主精装修自住，房子保持良好。简单收拾一下就能入住了。周边配套成熟，临锦艺城，附近有一号线和五号线双地铁，出行方便,https://www.anjuke.com/ask/publish/?from_type=3&type_id=868227&from=PC_Prop_XQWDAsk_click&prop_id=2923467905000463
毛坯,商品房住宅,普通住宅,70年产权,首付38万，月供4208元,中原安佑,91410100MA9FHYG39F,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/1533312/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2828549883894791
简单装修,商品房住宅,普通住宅,70年产权,首付39万，月供4305元,优居优住,91410100MA9FGJ17XX,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/300410/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=3022488253934594
毛坯,暂无,普通住宅,70年产权,首付38万，月供4175元,中原安佑,91410100MA9FHYG39F,NAN,https://zhengzhou.anjuke.com/community/view/1483167/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2610819124599813
精装修,商品房住宅,普通住宅,70年产权,首付32万，月供3523元,创实家,91410100MA457T8K0K,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/1385299/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2683179780269067
精装修,商品房住宅,普通住宅,70年产权,首付54万，月供5969元,中原安佑,91410100MA9FHYG39F,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/1172447/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=3025464018558976
毛坯,商品房住宅,普通住宅,70年产权,首付37万，月供4110元,中原安佑,91410100MA9FHYG39F,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/1164916/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2920558618225673
毛坯,暂无,普通住宅,70年产权,首付46万，月供5023元,中原安佑,91410100MA9FHYG39F,NAN,https://zhengzhou.anjuke.com/community/view/1483211/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2611105014754313
精装修,商品房住宅,普通住宅,70年产权,首付45万，月供4893元,正天置业,91410105058781671F,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/831599/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2964384069788686
精装修,商品房住宅,普通住宅,70年产权,首付37万，月供4110元,豫港房产,9141010055164972X4,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/227401/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2969133432644621
简单装修,商品房住宅,普通住宅,70年产权,首付32万，月供3490元,中原安佑,91410100MA9FHYG39F,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/833185/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=3022287688526860
简单装修,商品房住宅,普通住宅,70年产权,首付36万，月供3914元,豫港房产,9141010055164972X4,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/227797/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=3005739594998798
精装修,商品房住宅,普通住宅,70年产权,首付44万，月供4860元,优居优住,91410100MA9FGJ17XX,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/630768/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=3003118974049291
毛坯,商品房住宅,普通住宅,70年产权,首付45万，月供4990元,中原安佑,91410100MA9FHYG39F,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/1056878/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=3029513013308426
简单装修,商品房住宅,普通住宅,70年产权,首付30万，月供3327元,中原安佑,91410100MA9FHYG39F,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/880225/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2611083135884288
毛坯,暂无,普通住宅,70年产权,首付41万，月供4534元,豫港房产,9141010055164972X4,一、二期基本数据1、项目总占地1600亩（550万方），二期占地1亩，共19栋高层住宅（共3680户）2、容积率:5.993、绿化率:30%4、车位配比1:1.15、物业费:美盛物业3.5元6、毛坯交付（双气）、交房时间：2024年6月二、项目信息介绍：1600亩大盘，规划约220亩用地，打造全球第五大城邦区位：隶属金水城央、金三环，原陈寨庙李旧址交通五纵：【花园路，文化路，丰庆路，索凌路，江山路】;四横：【连霍高速，三全路，国基路，北三环】；三：4号线(已通车)、7号线(已批复)、已通车2号线贯穿北龙湖、CBD,https://www.anjuke.com/ask/publish/?from_type=3&type_id=1483211&from=PC_Prop_XQWDAsk_click&prop_id=2773825712088070
精装修,商品房住宅,普通住宅,70年产权,首付45万，月供4893元,达邦地产,91410104MA45QHWU6C,1、该房子为性价比极高的小三房房户型，南北通透；2、业主装修设计非常考究，用料扎实，日常居住很是爱惜，房屋整体居住舒适感 ；3、中间楼层，光照好，户型合理方正，业主去南方发展，卖房置换，价格150万可谈。4、周边教育资源：阳光实验 、郑州四中管城分校；5、交通：紧邻地铁三号线、5号线，公交518，199，S122通达全城，非常便利；6、医疗资源：3公里内郑州第七人民医院，500米南曹卫生院，安心方便。7、小区绿化景观很好，人文宜居盘。,https://www.anjuke.com/ask/publish/?from_type=3&type_id=880225&from=PC_Prop_XQWDAsk_click&prop_id=3018448967083020
精装修,商品房住宅,普通住宅,70年产权,首付39万，月供4240元,中原安佑,91410100MA9FHYG39F,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/880225/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2611080722066447
精装修,商品房住宅,普通住宅,70年产权,首付37万，月供4110元,中原安佑,91410100MA9FHYG39F,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/880225/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2611182666162178
毛坯,暂无,普通住宅,70年产权,首付57万，月供6197元,中原安佑,91410100MA9FHYG39F,NAN,https://zhengzhou.anjuke.com/community/view/1588110/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2610873550707721
精装修,商品房住宅,普通住宅,70年产权,首付45万，月供4893元,创实家,91410100MA457T8K0K,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/795616/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2967619669548034
毛坯,商品房住宅,普通住宅,70年产权,首付31万，月供3392元,优居优住,91410100MA9FGJ17XX,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/1244765/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2977192066505741
精装修,其它,普通住宅,70年产权,首付43万，月供4729元,居美,9141010468974042XH,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://www.anjuke.com/ask/publish/?from_type=3&type_id=630768&from=PC_Prop_XQWDAsk_click&prop_id=3028760209104904
毛坯,商品房住宅,普通住宅,70年产权,首付31万，月供3392元,美宸房产,91410102MA40YY4J34,1，房型好，方方正正，标准三房。2，单价低，总价低，低于市场价。3，房子证件齐全可随时过户入住。,https://www.anjuke.com/ask/publish/?from_type=3&type_id=1082627&from=PC_Prop_XQWDAsk_click&prop_id=3025309967048718
简单装修,商品房住宅,普通住宅,70年产权,首付50万，月供5512元,中原安佑,91410100MA9FHYG39F,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/797854/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2657709062237192
毛坯,暂无,普通住宅,暂无,首付66万，月供7176元,万科物业二手房专营店,91410100MA3X9YE46W,1、交通很方便2、朝向：南北3、看房时间：24小时为您服务，期待您的提前联系买房注意事项：1、产权性质2、所有权是否清晰3、交易是否透明4、资金一定要有保障5、交易后的时间是否明确6、 是否迁出7、是否有租赁关系,https://zhengzhou.anjuke.com/community/view/1056878/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2986995333323791
毛坯,暂无,普通住宅,70年产权,首付51万，月供5545元,优居优住,91410100MA9FGJ17XX,拿地时间：2021年6月占地面积：83亩建筑面积：25.5万方容积率：3.49绿化率：35%车位比：1:0.94梯户比：2T4物业：谦祥集团自持物业物业费:2.98元/㎡总高：34层层高：2.9米面积约：97－108－118－143㎡郑州中学、郑州中学附小 送车位活动,https://zhengzhou.anjuke.com/community/view/1588110/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2611144376937480
精装修,商品房住宅,普通住宅,70年产权,首付34万，月供3784元,中原安佑,91410100MA9FHYG39F,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/832100/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=3004044347173901
精装修,商品房住宅,普通住宅,暂无,首付46万，月供5088元,中原安佑,91410100MA9FHYG39F,1）户型方正，方便室内家具布置，全明通透户型，居住舒适度较高，整个空间采光充足，利于后期居住2）整体空间布局合理，能够保证动静分离和居室通风，方便实用3）卧室厨卫等各个功能区的面积大小都比较合理，居住体验便利，整体舒适度高4）小区环境优美，布局合理，楼间距科学，人车分流5）周边生活配套齐全，医院、商超、公园、 等一应俱全，交通便捷，公交地铁沿线,https://www.anjuke.com/ask/publish/?from_type=3&type_id=831604&from=PC_Prop_XQWDAsk_click&prop_id=2935028561832966
精装修,商品房住宅,普通住宅,70年产权,首付41万，月供4501元,豫港房产,9141010055164972X4,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/241706/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2963078831725574
毛坯,商品房住宅,普通住宅,70年产权,首付31万，月供3425元,中原安佑,91410100MA9FHYG39F,房东诚心出售，看房方便；宽敞明亮，居住舒服；小区周边交通便利，生活配套设施齐全，生活十分便利,https://zhengzhou.anjuke.com/community/view/792838/jiedu/?from=PC_Prop_ZJJDMore_click&prop_id=2953178604809231
